business_name,category,city,address,phone,source
Rain Room,"Museum, Tourist attraction",Sharjah,Rain Room - opposite Lulu Hypermarket - Al Majarra - Al Sharq - Sharjah - United Arab Emirates,97165610095,Google Places
Sharjah Aquarium,"Aquarium, Heritage museum, Tourist attraction",Sharjah,"Sharjah Aquarium - Al Meena St, Al Khan Old area, adjacent to Sharjah Maritime Museum - Al Khan - Sharjah - United Arab Emirates",97165285288,Google Places
Naif Museum,"Museum, Tourist attraction",Dubai,Naif Museum - Sikkath Al Khail Road Naif Opp Hyatt Regency Hotel - Dubai - Dubai - United Arab Emirates,97145155000,Google Places
CAVE,Museum,Dubai,6FQG+R8R CAVE - Unnamed Road - Dubai - United Arab Emirates,Unknown,Google Places
Drawing And Engraving,"Museum, Tourist attraction",Dubai,Drawing And Engraving - 69 Al Faheide - Al Fahidi - Dubai - United Arab Emirates,971528878615,Google Places
Sharjah Cricket Hall of Fame,Museum,Sharjah,8CHC+V9J Sharjah Cricket Hall of Fame - Industrial Area 5 - Industrial Area - Sharjah - United Arab Emirates,97165422991,Google Places
Al Shindagha Historic District,"Heritage museum, Historical place museum",Dubai,"Al Shindagha Historic District, 3110233 - Al Khaleej St - Dubai - United Arab Emirates",971581244214,Google Places
Madam Tussaud,Museum,Dubai,673C+W8M Madam Tussaud - Dubai - United Arab Emirates,Unknown,Google Places
Abu Dhabi interior,Museum,Dubai,673C+W8M Abu Dhabi interior - Dubai - United Arab Emirates,Unknown,Google Places
Infinity des Lumières,Art museum,Dubai,Infinity des Lumières - Financial Center Road - Downtown Dubai Dubai Mall Level 2 Opposite Galerie Lafayette - Dubai - United Arab Emirates,Unknown,Google Places
The Epigraphy Rock Site,Archaeological museum,Sharjah,9C4G+FV8 The Epigraphy Rock Site - Al Ramla - Al Ramla - East - Sharjah - United Arab Emirates,Unknown,Google Places
Wall of Old Dubai,"Tourist attraction, Historical landmark",Dubai,Wall of Old Dubai - 63 Al Faheide - Al Fahidi - Dubai - United Arab Emirates,971563457690,Google Places
Aladdin Treasures,"Museum, Art gallery",Dubai,Aladdin Treasures - D84 - Al Hamriya - Dubai - United Arab Emirates,97143930779,Google Places
OliOli® - A Must-Visit Children's Play Museum,"Children's museum, Tourist attraction",Dubai,OliOli® - A Must-Visit Children's Play Museum - 62 4 A St - Al Quoz - Al Quoz 1 - Dubai - United Arab Emirates,97147027300,Google Places
Pearl Museum Emirates NBD,"Museum, Tourist attraction",Dubai,Pearl Museum Emirates NBD - 10 Baniyas Rd - Port Saeed - Riggat Al Buteen - Dubai - United Arab Emirates,97142012713,Google Places
popular heritage revial society,Heritage museum,Dubai,popular heritage revial society - Dubai - United Arab Emirates,971566540876,Google Places
القنصلية العراقيه 11,Museum,Dubai,7845+W4P القنصلية العراقيه 11 - 5th St - Umm Hurair 1 - Dubai - United Arab Emirates,97143584700,Google Places
Al-Qasimia ship سفينة القاسمية,Museum,Sharjah,Al-Qasimia ship سفينة القاسمية - 77 S101 - Al Layah - Sharjah - United Arab Emirates,Unknown,Google Places
Sharjah Discovery Centre,"Museum, Tourist attraction",Sharjah,8G7H+HC7 Sharjah Discovery Centre - near sharjah city centre - Al Qarayen - Sharjah National Park - Sharjah - United Arab Emirates,97165586577,Google Places
3D World Selfie Museum Dubai,"Tourist attraction, Art museum, Recreation center, Theme park",Dubai,"3D World Selfie Museum Dubai, Behind Mashreq Bank - Sheikh Zayed Rd - Al Quoz - Al Quoz 4 - Dubai - United Arab Emirates",971509876511,Google Places
AlSamt Majlis & Museum,Museum,Dubai,AlSamt Majlis & Museum - 26 b Al Sinyar Street - Jumeirah - Jumeirah 3 - Dubai - United Arab Emirates,971566988666,Google Places
XVA Gallery,"Art gallery, Modern art museum, Tourist attraction",Dubai,"XVA Gallery - Al Fahidi Neighborhood, 312th Road - Al Fahidi St - Dubai - United Arab Emirates",97143535383,Google Places
1971 - Design Space,"Museum, Tourist attraction",Sharjah,1971 - Design Space - United Arab Emirates - Sharjah - United Arab Emirates,97165284644,Google Places
Emirates Soil Museum,Museum,Dubai,"39VQ+VW9 Emirates Soil Museum - Al Ruwayyah 2 - Dubai, ICBA - Al Ain - Dubai Rd - Dubai - United Arab Emirates",97143361100,Google Places
Al Mahatta Museum,"Museum, Tourist attraction",Sharjah,"89WV+977 Al Mahatta Museum - Al Estiqlal St,Al Qasimia Area, Opp Sharjah Mega Mall - Al Estiqlal St - Al Qasimia - Sharjah - United Arab Emirates",97165733079,Google Places
"Life on Land: Water, Flora & Fauna",Museum,Dubai,"779Q+JX9 Life on Land: Water, Flora & Fauna - Al Shindagha - Dubai - United Arab Emirates",Unknown,Google Places
woo-hoo! UAE - Children's Museum in Dubai,Children's museum,Dubai,woo-hoo! UAE - Children's Museum in Dubai - 1 6A St - Al Quoz - Al Quoz 1 - Dubai - United Arab Emirates,971800966466,Google Places
Coins Museum Bur Dubai,"Museum, Tourist attraction",Dubai,Coins Museum Bur Dubai - Bur Dubai - Dubai Heritage Village - Dubai - United Arab Emirates,Unknown,Google Places
Perfume House - Al Shindgha Museum,Museum,Dubai,"778R+W2M Perfume House - Al Shindgha Museum, alshindagha historical district - Al Khaleej St - Al Fahidi - Dubai - United Arab Emirates",97145155336,Google Places
Rabdan Coins and Artworks - ربدان للتحف والعملات,Museum,Ajman,"Rabdan Coins and Artworks - ربدان للتحف والعملات - Liwara Area 1, Heritage Village, Al Husan Souk, D1-1 Ajman Museum - Ajman - United Arab Emirates",Unknown,Google Places
Dar Al Nadwa,Museum,Dubai,Dar Al Nadwa - Al Fahidi - Dubai - United Arab Emirates,Unknown,Google Places
Binladin Trading Co LLC,Ethnographic museum,Dubai,Binladin Trading Co LLC - Damskas Dmaskas - Dubai - United Arab Emirates,971506242102,Google Places
Children's City,"Tourist attraction, Children's museum",Dubai,Children's City - Umm Hurair 2 - Dubai - United Arab Emirates,97143340808,Google Places
ARTSAWA Gallery Dubai,"Art gallery, Art, Art museum, Tourist attraction",Dubai,"ARTSAWA Gallery Dubai - Gate # 8,Gate Village - Al Mustaqbal St - Dubai - United Arab Emirates",97143862366,Google Places
Ishara Art Foundation,Art museum,Dubai,"Ishara Art Foundation - A3, Alserkal Avenue - 17th St - Al Quoz - Dubai - United Arab Emirates",97142233001,Google Places
Majlis Alfahidi,Museum,Dubai,Majlis Alfahidi - 2 Al Mussalla St - Al Fahidi - Dubai - United Arab Emirates,Unknown,Google Places
DSO Gavel Club,Children's museum,Dubai,DSO Gavel Club، OasisIndustrial Area - Techno Hub - 1 2A St - واحة دبي السيليكون - Dubai - United Arab Emirates,971526482884,Google Places
Naif Police Musseum,Museum,Dubai,78C4+X3H Naif Police Musseum - Deira - Dubai - United Arab Emirates,97142260286,Google Places
مربعة ام الريول,Museum,Dubai,مربعة ام الريول - 32 Al Maktoum Rd - Deira - Al Rigga - Dubai - United Arab Emirates,Unknown,Google Places
Rashed AlKhadhar Museum,Local history museum,Ajman,CC7X+Q9X Rashed AlKhadhar Museum - Al Bustan - ليوارة 1 - Ajman - United Arab Emirates,97167116688,Google Places
Heritage House - Dubai,"Museum, Art gallery, Heritage museum, Tourist attraction",Dubai,779V+CW5 Heritage House - Dubai - Al Ahmadiya St - Deira - Al Ras - Dubai - United Arab Emirates,97142260286,Google Places
DARA ANTIQUES MUSEUM,"Museum, Auction house",Dubai,78R7+835 DARA ANTIQUES MUSEUM - Dubai Islands - Front - Dubai - United Arab Emirates,971585451961,Google Places
Majlis Ghorfat Umm-Al Sheif,Historical place museum,Dubai,Majlis Ghorfat Umm-Al Sheif - Al Mehemal Street - Jumeirah - Umm Al Sheif - Dubai - United Arab Emirates,97180033222,Google Places
Falcon Heritage & Sports Center,"Museum, Sports complex",Dubai,Falcon Heritage & Sports Center - Muscat St - Nad Al Sheba 1 - Dubai - United Arab Emirates,97143272854,Google Places
Pegas Art Gallery,"Art gallery, Art center, Art museum, Artist",Dubai,"Pegas Art Gallery - 1214 Churchill Business Tower, Business Bay - Dubai - United Arab Emirates",97144275027,Google Places
Al Ghurair Main Road,Museum,Dubai,567Q+F7X Al Ghurair Main Road - Dubai - United Arab Emirates,97142639440,Google Places
Al Eslah School Museum,"Museum, Tourist attraction",Sharjah,Al Eslah School Museum - Heart of - Sharjah - United Arab Emirates,97165684114,Google Places
Restroom,Museum,Dubai,"Restroom, 136 - Al Fahidi - Dubai - United Arab Emirates",Unknown,Google Places
Md Ubaidul Haque Paikraz. Two.Gwoainghat.sy.,Modern art museum,Dubai,"Md Ubaidul Haque Paikraz. Two.Gwoainghat.sy., Md Ubaidul Haque - Dubai - United Arab Emirates",Unknown,Google Places
CIS Student Art Exhibition,Art museum,Dubai,662W+M42 CIS Student Art Exhibition - Jumeirah - Jumeirah 2 - Dubai - United Arab Emirates,Unknown,Google Places
ميلس سلطان علي,Museum,Sharjah,ميلس سلطان علي - 31 Street No. 23 - Al Qarayen 2 - Sharjah - United Arab Emirates,Unknown,Google Places
Double IQ,Technology museum,Dubai,Double IQ - Packman - Dubai - United Arab Emirates,971545078384,Google Places
DealTechnology,Technology museum,Sharjah,DealTechnology - Muwaileh Commercial - Industrial Area - Sharjah - United Arab Emirates,971547626241,Google Places
Wonder Seas Novelties,"Novelty store, Gift shop, Heritage museum",Sharjah,"Wonder Seas Novelties - Shop NO.6, Souq Al Arsah - Sharjah - United Arab Emirates",97165682777,Google Places
VERSION FRANCAISE,"Hairdresser, Beauty salon",Dubai,"VERSION FRANCAISE, Marriott Harbour Hotel & Suites - Al Sharta St - Dubai Marina - Dubai - United Arab Emirates",971504766343,Google Places
پیرایش رخ,Hairdresser,Sharjah,"پیرایش رخ, سلمان فارسی - Al Zarraf - Sharjah - United Arab Emirates",989337493873,Google Places
DE NOVA Laser Cosmetic Center,"Skin care clinic, Facial spa, Laser hair removal service",Dubai,"DE NOVA Laser Cosmetic Center - Tiffany Tower, Jumeirah Lakes Towers Suite 2102, Level 21 - Dubai - United Arab Emirates",971523627546,Google Places
ELE Beauty Salon,Beauty salon,Dubai,"ELE Beauty Salon - Ground Floor, Burj Al Nujoom, Downtown Dubai - Dubai - United Arab Emirates",971563845050,Google Places
The Most Hair Design Ladies Salon,Beauty salon,Dubai,The Most Hair Design Ladies Salon - Ground floor Building 6 - Dubai Design District - Dubai - United Arab Emirates,97144215577,Google Places
En Provence Beauty Salon,Beauty salon,Doha,"En Provence Beauty Salon, Building No. 42 , Zone No. 22, St. No. 930, Doha, Qatar",97466446424,Google Places
treat. nails & hair spa,"Hair salon, Beauty salon, Nail salon",Al Khobar Saudi Arabia,"treat. nails & hair spa, Prince Sultan Road, Qurtoba, Al Khobar 34235, Saudi Arabia",966503837838,Google Places
W&A Salon,Beauty salon,Rayyan,"W&A Salon، Gharrafat Al Rayyan St, Ar, Rayyan, Qatar",97444176297,Google Places
The Hair,"Hair salon, Beauty salon",Riyadh Saudi Arabia,"The Hair, Jabir bin Abdullah, Al Mutamarat, Riyadh 12712, Saudi Arabia",966509546699,Google Places
Lavora Clinic,"Skin care clinic, Beauty salon, Dermatologist, Facial spa, Laser hair removal service",Muscat,"Lavora Clinic, Alsafina Mall - AlGhoubrah, Muscat 123, Oman",96871115617,Google Places
Abdul ahad mazumder,Barber shop,Abu Dhabi,MQWV+HR3 Abdul ahad mazumder - Al Dhafra Rd - Madinat Zayed - Abu Dhabi - United Arab Emirates,Unknown,Google Places
Eternity gents salon,Hair salon,Dubai,79R8+QGP Eternity gents salon - Al Nahda - Al Nahda 1 - Dubai - United Arab Emirates,971555624247,Google Places
Magic shine ladies salon,"Hair salon, Beautician, Beauty salon, Nail salon",Sharjah,"Magic shine ladies salon, Burj Al Mazrouei - 2 - 128 Al Nahda St - Al Nahda - Sharjah - United Arab Emirates",971504851698,Google Places
RUSTIC ROYAL GENTS SALON,"Hairdresser, Spa",Sharjah,RUSTIC ROYAL GENTS SALON - Al Nahda St - near to Sahara Center - Al Nahda - Al Nahda 1 - Sharjah - United Arab Emirates,971566614277,Google Places
The Cut Corner Gents Salon,Hair salon,Dubai,The Cut Corner Gents Salon - Al Nahda - Al Nahda 2 - Dubai - United Arab Emirates,971585827373,Google Places
Yalla Hair Salon- Hair Patch Fixing & Hair Replacement System in Dubai & Sharjah,"Hair replacement service, Barber shop, Hair extension technician, Hair extensions supplier, Hair transplantation clinic, Home hairdresser, Spa, Hairdresser, Wig shop",Dubai,"Yalla Hair Salon- Hair Patch Fixing & Hair Replacement System in Dubai & Sharjah - Movenpick Hotel Apartments, Al Mamzar - 44th St - Deira - Dubai - United Arab Emirates",971562595946,Google Places
Glam Look Beauty Lounge,"Beauty salon, Beautician, Eyelash salon, Hair extension technician, Make-up artist, Nail salon, Hairdresser, Waxing hair removal service",Dubai,Glam Look Beauty Lounge - 5th St - Al Qusais - Al Nahda 1 - Dubai - United Arab Emirates,971507052012,Google Places
Streaks Men Salon 2,Hair salon,Dubai,Streaks Men Salon 2 - Al Nahda residence Building - opp. Karachi Darbar Restaurant Shop 9 - Dubai - United Arab Emirates,971556779288,Google Places
Ever Sparkle Beauty Salon & Home Services,Beauty salon,Dubai,Ever Sparkle Beauty Salon & Home Services - Al Nahda 2 - Dubai - United Arab Emirates,971555788969,Google Places
FIX8 GENTS SALON,"Beauty salon, Barber shop",Dubai,"FIX8 GENTS SALON, Side Corner Of Adidas Outlet Store, Al Nawras Hotel Apartments - Amman St - opposite NMC Hospital - Al Nahda - Al Nahda 1 - Dubai - United Arab Emirates",971588138424,Google Places
The BillionHairs Barber Shop,Hair salon,Dubai,"The BillionHairs Barber Shop, The Four Building - Al Qusais - Al Nahda 1 - Dubai - United Arab Emirates",971564298169,Google Places
Chicago Ladies Salon,"Beauty salon, Hair extension technician, Hair removal service, Home hairdresser, Make-up artist, Massage spa, Nail salon, Hairdresser",Sharjah,"Chicago Ladies Salon, Safeer Market - Opp - Al Nahda - Sharjah - United Arab Emirates",971501259876,Google Places
"HYPE SALON UAE - AL NAHDA, DUBAI",Beauty salon,Dubai,"HYPE SALON UAE - AL NAHDA, DUBAI - Amman St - Al Nahda - Al Nahda 1 - Dubai - United Arab Emirates",97142722304,Google Places
Quality Fix ladies salon,Beauty salon,Dubai,Quality Fix ladies salon - Al Nahda - Al Nahda 1 - Dubai - United Arab Emirates,97146658689,Google Places
Quality Fix Gents Salon(Mai Tower),"Barber shop, Foot care, Hair removal service, Hairdresser",Dubai,"Quality Fix Gents Salon(Mai Tower), Shop#3, Mai Tower - Baghdad Street - Al Qusais - Al Nahda 1 - Dubai - United Arab Emirates",97145460250,Google Places
Simply Beauty Ladies Beauty Center Al Nahda,Beauty salon,Sharjah,"Simply Beauty Ladies Beauty Center Al Nahda, REEM Avenue Building - next to Vasanta Bhavan - Al Nahda - Sharjah - United Arab Emirates",97165304688,Google Places
Zahrat Al Ruman Ladies Salon,"Beauty salon, Beautician, Facial spa, Foot care, Foot massage parlor, Hair removal service, Health and beauty shop, Nail salon, Hairdresser, Waxing hair removal service",Sharjah,"Zahrat Al Ruman Ladies Salon, Al Tawun, Sharjah Tower - Al Itihad Road - Al Mamzar - Sharjah - United Arab Emirates",971544304476,Google Places
Sheer Perfection Ladies Salon - Al Nadha 1 Dubai,Beauty salon,Dubai,Sheer Perfection Ladies Salon - Al Nadha 1 Dubai - Sharafuddin Building - Beside Pakistani supermarket Ground floor shop no 8 Major - Dubai - United Arab Emirates,97142866186,Google Places
Al Safeerah Gents Salon,Hair salon,Sharjah,Al Safeerah Gents Salon - Al Nahda St - opposite Almaya Supermarket - Al Nahda - Sharjah - United Arab Emirates,971551080124,Google Places
Tawnza Gents Salon,Hair salon,Dubai,"Tawnza Gents Salon, Dream Tower - Al Ittihad Rd - Al Mamzar - Dubai - United Arab Emirates",97142226799,Google Places
Eyes of Beauty Salon,Beauty salon,Dubai,"Eyes of Beauty Salon - Shop# 6,G floor,Al zain tower - Al Nahda 1 - Dubai - United Arab Emirates",97165265593,Google Places
Streaks Beauty Salon,Beauty salon,Dubai,Streaks Beauty Salon - Amman Road - Al Nahda - Al Nahda 1 - Dubai - United Arab Emirates,97142208700,Google Places
ISTANBUL GENTS SALOON,Hair salon,Dubai,ISTANBUL GENTS SALOON - 54 Amman St - Al Nahda - Dubai - United Arab Emirates,971503265299,Google Places
TRABZON HAIRDRESSING SALOON,Hair salon,Sharjah,8967+4VW TRABZON HAIRDRESSING SALOON - Corniche Rd - Al Mamzar - Sharjah - United Arab Emirates,97168812007,Google Places
